-> Cluster1
Point11	78.468080 92.307929 24.858135
Point1420	67.755861 48.733337 37.131049
Point1442	51.147039 60.142326 30.083339
Point1473	64.864462 49.621845 9.066593
Point1549	62.640014 52.062767 23.351357
Point1577	60.824416 41.297369 28.609846
Point1586	29.620645 50.083932 25.368057
Point1602	44.576196 53.447695 34.043084
Point1613	52.476087 63.000934 24.561753
Point1651	59.638047 38.111838 6.347944
Point1687	65.579390 41.185402 27.894382
Point1701	69.372788 45.753885 10.739210
Point1708	56.847721 52.863911 14.598913
Point1727	72.108882 40.120976 13.538941
Point1728	36.790923 58.625391 37.634018
Point1797	66.737468 50.645194 2.419712
Point1841	42.757816 70.619589 33.834864
Point1907	47.234833 44.088911 29.001889
Point1917	54.225576 46.226997 27.542586
Point1929	57.299868 70.624018 18.108708
Point1942	41.461224 58.299374 22.570787
Point1977	68.921117 49.471059 17.710411
Point1996	58.839409 59.670512 43.522768
Point2042	37.609997 64.262966 34.970629
Point2047	58.139751 64.465619 24.120410
Point2062	45.016539 71.126690 34.450235
Point2071	45.235700 51.722396 30.193918
Point2075	68.748413 49.152578 29.481599
Point2174	37.162498 44.085196 29.417992
Point2193	52.591818 48.314529 22.156222
Point2199	60.252319 60.214200 17.758849
Point2241	33.809103 40.313695 15.734245
Point2262	44.854840 61.042538 3.805160
Point2289	54.747876 60.057225 12.453975
Point2290	44.118564 49.038388 16.021262
Point2295	45.165234 60.702998 28.425463
Point2324	50.140991 74.712478 14.308164
Point2325	63.248436 41.505952 6.251867
Point2341	51.667308 55.292491 33.588995
Point2350	52.943227 63.255788 33.528456
Point2357	39.827448 45.920487 9.621639
Point2358	33.724549 53.905168 10.962511
Point2383	65.571449 53.680968 40.133975
Point2394	57.239680 45.084798 13.013102
Point2406	36.672535 57.550038 35.413087
Point2427	36.436014 41.201855 25.973078
Point2432	71.386965 53.100675 19.479731
Point2461	68.558353 53.770718 13.591328
Point2484	45.216712 64.257545 11.506673
Point2520	28.907766 48.370085 14.091295
Point2575	49.805707 54.916256 32.563138
Point2612	42.930764 60.168886 32.185137
Point2661	67.001640 52.526605 14.840724
Point2693	54.502990 73.634346 27.368948
Point2701	37.660565 56.743989 36.725450
Point2731	42.565347 47.892608 28.809457
Point2737	42.414242 75.504593 10.488885
Point2752	64.410826 42.273473 3.734902
Point2805	63.325898 65.725804 32.004367
Point2810	52.364377 76.675319 8.834996
Point2834	46.284175 71.385758 4.617872
Point2851	57.754474 43.409583 18.049806
Point2869	66.963646 44.142208 21.164359
Point2923	41.675919 57.981773 32.164449
Point2947	45.905788 50.383271 18.495492
Point2953	65.147016 40.987834 13.244460
Point2957	39.515672 43.676327 28.503353
Point2991	61.273335 68.155102 37.169328
Point3032	32.967599 52.006312 17.445582
Point3038	63.124817 42.415849 4.739989
Point3046	51.130203 75.997223 4.402037
Point3049	65.557629 43.642404 21.157791
Point3057	51.291783 74.551636 12.795745
Point3100	59.709252 44.691520 29.735155
Point3120	67.766351 44.561412 6.100390
Point3145	36.100264 46.808997 7.686758
Point3156	53.278554 60.768159 17.324332
Point3175	58.803695 48.728607 15.899513
Point3245	29.017892 45.516892 11.337259
Point3266	66.479228 50.372348 0.851510
Point3281	63.965360 52.159423 38.638270
Point3300	41.714404 54.694315 4.440021
Point3348	31.436173 49.181026 25.944174
Point3350	45.480381 62.397417 21.766121
Point3411	59.969037 65.916866 1.174844
Point3595	45.796768 59.736786 16.977123
Point3612	56.398429 77.341135 28.629771
Point3614	34.034702 41.043186 18.206117
Point3616	50.574814 71.008707 0.927737
Point3624	70.616197 45.233669 16.703453
Point3638	42.953273 55.723176 27.987698
Point3652	61.221007 67.989257 3.398984
Point3717	53.830406 45.530860 21.970844
Point3753	54.946216 63.912764 28.432544
Point3865	52.352569 46.453696 11.163149
Point3907	65.606899 58.003645 19.336752
Point3948	69.827763 42.769613 23.908180
Point3949	61.753675 58.261200 25.334550
Point3956	33.639925 52.201726 6.218410
Point3973	52.524720 56.255022 14.599600
Point3996	57.801704 69.607453 5.192166
Point4000	51.921848 67.414270 34.895050
Point4037	55.754750 46.205050 12.307052
Point4051	38.191456 53.688503 14.640350
Point4057	51.777191 49.613191 15.788226
Point4124	51.842776 53.229834 26.608603
Point4198	45.572088 64.864142 18.719407
Point4218	68.588211 37.718738 21.868582
Point4234	57.454820 62.577093 16.438919
Point4314	53.438852 67.684041 3.962015
Point4367	73.140269 53.217434 12.488681
Point4385	56.860236 57.353967 33.255328
Point4406	46.732129 41.569780 2.420838
Point4419	46.197336 65.435076 22.276032
Point4464	74.758552 53.416361 20.854700
Point4528	46.728580 65.163100 41.450637
Point4531	64.804492 64.117990 29.299257
Point4535	63.979557 61.110088 24.870700
Point4539	43.962765 68.192851 7.459596
Point4602	34.892546 55.819883 26.622374
Point4605	46.762186 71.427788 32.045882
Point4697	64.601386 56.982204 7.614524
Point4723	31.473437 43.062394 13.774612
Point4732	43.666899 70.565073 9.784405
Point4784	49.462285 64.835080 14.687282
Point4793	53.621798 59.892213 23.835223
Point4838	68.197623 41.432648 7.684713
Point4862	50.409824 72.019004 28.631244
Point4867	74.474515 48.450787 23.453131
Point4875	56.189187 72.436336 22.184102
Point4902	48.148734 68.333214 17.688230
Point4913	48.872471 54.731169 28.796505
Point4950	57.180111 56.951680 2.279119
-> Cluster12
Point55	59.238550 83.498871 61.585015
Point112	51.823142 81.721142 36.284008
Point146	67.391024 96.487477 40.876425
Point156	53.769064 83.918097 66.421666
Point285	39.351851 72.507066 39.831330
Point315	71.415758 88.709535 53.613604
Point352	52.681384 92.164937 65.745707
Point362	52.446635 96.271345 51.697846
Point415	66.615933 59.032611 54.774605
Point433	41.940934 81.748282 52.491085
Point438	33.313576 85.035587 54.621129
Point506	41.384203 95.553246 43.482617
Point524	55.691936 97.697251 56.891728
Point559	37.650932 89.089466 42.556663
Point587	58.502018 67.260868 55.689421
Point599	52.577824 79.533239 57.011218
Point600	71.871891 87.708249 52.576907
Point607	57.466834 94.782753 70.191881
Point611	72.903916 96.938023 53.148615
Point616	45.299705 78.475162 28.091015
Point620	65.044577 64.768882 49.888712
Point641	66.136187 91.686921 35.451556
Point645	38.307429 90.070188 33.189938
Point651	40.331782 89.809284 33.076378
Point695	64.715249 85.593070 41.045128
Point696	51.034536 72.975100 70.597881
Point718	42.898142 69.270543 48.464722
Point738	55.324523 85.891112 65.627454
Point769	64.047848 59.196789 47.042789
Point811	78.873257 83.655749 50.278489
Point812	65.545775 56.468736 47.140329
Point838	52.370312 96.617017 54.928945
Point864	37.301158 74.490251 54.873608
Point868	55.424807 91.041326 39.975398
Point884	57.545498 84.721908 58.266188
Point907	50.094581 75.564311 49.819944
Point919	45.039861 91.343772 66.468065
Point950	42.043173 72.555899 64.851281
Point952	59.404183 94.955611 35.850267
Point955	60.269442 92.858134 60.470747
Point965	73.302613 85.910492 46.005249
Point984	49.507394 87.347300 37.229696
Point1028	59.064670 75.938951 56.574009
Point1035	46.081347 86.333348 59.631593
Point1171	59.377381 95.578291 65.040262
Point1204	77.191273 74.580396 49.649734
Point1208	43.603944 84.495646 40.245764
Point1251	43.502446 83.817400 60.747223
Point1253	65.950597 91.472740 59.526246
Point1275	43.388279 82.064448 74.516703
Point1281	42.047450 96.761876 43.733765
Point1296	70.322846 72.240851 49.760095
Point1328	57.967065 62.241618 47.253641
Point1334	75.439839 94.445335 57.447395
Point1337	45.775779 80.145688 39.608169
Point1410	46.952311 89.804608 37.691443
Point1426	51.004375 90.501898 70.518115
Point1451	51.679766 78.885579 59.572943
Point1456	50.639637 84.038631 32.494995
Point1470	40.106899 71.745288 35.695682
Point1474	47.746707 78.790517 52.987562
Point1499	52.770351 93.296096 50.547117
Point1518	46.723573 83.801105 26.845878
Point1523	50.602640 81.298032 46.592199
Point1565	56.058572 92.585603 58.936051
Point1636	53.306532 89.320649 41.498992
Point1648	57.081065 89.902581 59.274980
Point1674	65.003399 60.749067 56.554327
Point1681	44.672570 86.506781 48.851974
Point1691	77.474424 93.310342 55.726394
Point1707	47.431068 90.868047 69.977856
Point1720	67.629087 87.885135 53.411370
Point1742	41.322163 92.475571 34.832577
Point1765	51.741316 81.131211 32.282935
Point1767	59.902710 91.315772 43.178069
Point1773	53.788877 66.715687 66.132769
Point1794	50.571368 69.428640 60.098688
Point1811	40.805190 81.008289 62.716831
Point1819	45.236298 71.094722 71.616881
Point1820	69.226531 76.718085 52.013312
Point1835	69.837299 84.436498 47.819030
Point1876	47.606747 90.449670 37.525507
Point1885	50.589815 86.955466 47.876924
Point1914	40.808556 70.113713 40.452187
Point2005	70.960888 79.652224 49.952741
Point2016	51.447766 68.092171 61.637412
Point2018	51.608257 94.071884 38.611287
Point2035	69.118360 61.906849 52.734894
Point2036	41.398519 72.759996 34.755906
Point2107	46.321302 89.590528 27.434131
Point2116	65.743955 86.110910 44.341242
Point2118	46.305834 85.519443 39.142391
Point2123	63.966279 88.057920 55.215019
Point2127	47.614882 91.579074 59.497326
Point2176	49.102140 80.677424 65.554599
Point2178	60.450028 88.825935 53.861827
Point2183	78.675227 92.309776 45.361927
Point2220	47.612481 94.254666 51.150176
Point2227	41.441194 67.134184 51.051109
Point2277	54.075084 85.823950 62.639991
Point2297	51.574552 65.160150 63.348637
Point2305	79.687585 91.797774 48.354327
Point2310	61.939435 93.241640 38.891777
Point2343	67.270564 65.345441 38.909976
Point2354	45.688196 85.183638 46.334269
Point2371	63.569576 94.090655 35.890212
Point2428	67.199386 95.839078 59.343583
Point2478	66.134297 89.773372 55.929002
Point2479	54.773908 83.507030 58.187721
Point2514	71.759364 65.259532 44.873232
Point2530	69.037226 90.302596 38.481152
Point2541	47.434332 90.927297 40.935691
Point2604	55.084322 92.665704 71.155438
Point2605	55.922176 71.671615 50.578809
Point2609	39.688373 71.216019 44.067685
Point2610	50.532443 96.232168 42.530722
Point2630	39.719006 91.590095 39.757130
Point2659	57.361979 90.109807 48.754804
Point2675	38.222529 70.792203 41.219531
Point2782	47.514439 72.846286 69.061747
Point2898	67.432051 95.479367 57.236286
Point2914	48.383364 95.767544 43.887233
Point2919	42.911489 70.538677 59.503751
Point2983	32.864092 90.596043 47.037040
Point2986	49.353503 81.182355 45.736661
Point3000	51.981298 94.622150 33.759607
Point3041	48.147892 94.986991 59.575457
Point3070	62.017108 77.087578 52.576100
Point3112	61.777582 66.450257 52.805994
Point3129	66.775469 79.384895 53.194718
Point3154	52.829506 71.831735 66.070535
Point3202	70.745678 81.553427 46.621730
Point3253	37.056535 74.038751 47.901377
Point3277	39.507220 95.097887 52.347476
Point3292	52.363521 75.569624 55.143055
Point3327	49.705390 83.606614 45.089344
Point3340	77.940141 75.178976 48.314902
Point3346	65.168156 93.224714 42.684543
Point3349	56.981112 87.532400 35.636534
Point3354	41.788079 79.213246 58.314392
Point3373	49.688637 67.768755 65.649478
Point3380	64.556810 87.211772 47.309807
Point3405	42.548557 95.434172 58.772096
Point3422	64.298882 78.862774 41.152289
Point3423	53.556963 83.496098 37.683227
Point3475	46.286829 88.037814 28.439994
Point3479	38.155859 74.890757 37.519074
Point3540	56.033574 97.172878 43.395185
Point3557	59.803912 87.522278 50.460707
Point3584	54.737717 66.548710 67.226972
Point3585	57.385273 88.357814 35.999380
Point3589	73.872086 71.533149 46.605529
Point3654	38.305309 72.988326 41.266079
Point3696	65.281954 70.771231 37.921280
Point3715	53.081502 73.609196 52.983700
Point3798	49.782866 66.732335 50.700556
Point3805	44.024991 90.373206 39.496388
Point3807	65.601343 88.138200 43.457447
Point3810	53.779431 90.325025 30.308685
Point3872	46.917579 88.803471 70.112194
Point3894	35.298452 83.922555 52.452935
Point3962	46.776836 92.003745 66.070675
Point3993	62.794047 73.973808 48.425435
Point4030	36.054481 81.654605 41.142188
Point4033	56.325455 88.449976 40.098605
Point4109	52.900054 86.649906 63.995696
Point4161	51.926320 88.566095 28.595340
Point4272	74.123593 94.827604 47.129285
Point4273	40.033367 96.201857 44.650828
Point4282	43.665208 88.044878 27.899969
Point4340	73.785081 97.943670 49.666875
Point4350	41.174912 83.178130 47.147457
Point4358	49.225609 64.713275 65.612446
Point4717	44.071726 80.417074 67.783107
Point4754	38.592931 76.963924 57.246616
Point4762	34.041555 85.689464 56.576873
Point4766	50.316260 85.737884 31.074571
Point4813	75.466469 93.815876 44.462696
Point4818	59.778528 94.167159 59.813071
Point4923	61.410893 94.122310 67.119873
Point4972	31.996233 88.694915 45.747214
-> Cluster13
Point3	83.886020 59.371394 33.637247
Point13	95.291052 44.531603 44.284581
Point51	76.640350 58.659350 48.924388
Point80	71.181883 48.333258 59.500775
Point93	71.044055 44.581515 63.339575
Point106	81.420014 56.369164 36.500174
Point109	85.276726 52.416845 31.364722
Point126	84.640960 43.488133 53.020362
Point154	94.833516 64.207642 40.126387
Point215	93.015348 44.185321 59.033012
Point253	90.725975 50.344186 60.533471
Point260	93.443809 50.772160 39.706338
Point280	71.398259 43.383130 36.454437
Point282	69.536870 54.069432 67.782891
Point293	86.602711 47.496123 38.038715
Point305	76.715845 63.655410 53.765430
Point306	85.668843 70.862026 51.463485
Point307	94.207063 49.310895 45.621527
Point320	89.754364 62.787574 37.336431
Point390	92.450158 40.962567 67.790830
Point396	95.525660 46.705570 59.669793
Point454	81.349564 54.499986 60.924315
Point480	88.541298 64.046121 44.210253
Point488	86.838504 46.376469 55.697548
Point496	93.875513 44.370478 37.423843
Point535	70.636044 43.834554 53.742129
Point558	72.912118 41.269939 60.864580
Point596	82.614853 43.537212 44.847269
Point602	69.561037 58.665689 46.463185
Point635	94.036624 67.506648 46.975076
Point657	71.933416 53.275939 61.719428
Point669	77.070805 56.230582 62.863921
Point679	74.551208 44.853936 37.902499
Point685	89.966041 64.228121 35.268840
Point814	97.941367 60.724023 39.222546
Point827	81.273484 46.236338 31.217319
Point831	73.603796 54.652010 37.892152
Point849	93.790693 47.843634 35.118304
Point872	97.205162 47.558785 53.718631
Point878	96.885401 33.162068 52.810099
Point940	73.661134 63.277412 40.982577
Point986	93.012352 50.673113 67.359660
Point1040	64.262792 57.985374 59.887976
Point1075	86.503005 70.708216 49.954278
Point1143	89.629801 50.343322 74.301321
Point1188	75.113092 62.389292 40.659223
Point1197	97.085428 48.869307 52.017708
Point1217	73.589139 52.467644 37.128061
Point1247	87.499417 45.229310 28.792553
Point1269	87.238428 51.763584 29.824512
Point1314	87.665163 37.400444 51.042672
Point1388	97.905432 49.687657 70.978803
Point1440	77.672413 40.733383 55.571177
Point1464	94.567855 41.425117 63.842255
Point1501	93.611901 54.406989 67.985204
Point1509	90.186980 41.087274 70.921384
Point1579	86.541281 73.102282 49.704949
Point1705	92.839217 68.607762 35.722100
Point1706	86.467545 40.508646 64.543346
Point1761	95.679867 48.476547 35.911847
Point1776	65.139370 45.690952 38.827905
Point1783	88.610649 53.282746 68.984893
Point1793	86.704170 45.209142 46.134787
Point1878	84.978074 44.031198 66.542381
Point1887	76.631954 43.779492 46.810771
Point1918	69.074690 58.134740 42.326065
Point1919	70.818700 39.411330 63.497265
Point1949	93.208482 33.360050 58.049551
Point1980	87.863502 56.287588 56.597560
Point1981	79.866903 46.713517 54.762044
Point1984	92.636098 54.070411 39.636928
Point1998	91.560000 56.184887 66.011611
Point2009	97.729298 44.648197 40.219716
Point2015	93.868664 63.799693 34.545845
Point2076	90.550621 36.832637 50.231258
Point2139	87.089219 54.986058 60.029416
Point2146	95.743563 50.811488 59.378322
Point2179	92.414025 67.278554 46.919874
Point2195	72.876582 61.228385 56.481159
Point2212	80.369247 48.848089 53.906995
Point2213	82.007409 50.831663 51.199471
Point2216	97.137734 71.037888 59.656041
Point2263	86.390064 43.585859 65.169094
Point2278	79.150236 54.324572 53.444297
Point2281	97.690376 60.187011 41.976100
Point2288	90.622198 55.541825 67.908122
Point2313	68.433075 50.119584 39.540265
Point2340	92.601033 50.008163 51.901292
Point2349	83.033887 67.172031 42.942952
Point2393	69.197632 60.427949 37.984731
Point2395	96.802930 62.903585 35.285505
Point2399	97.905069 54.717420 55.647701
Point2407	86.216155 67.121802 41.540900
Point2448	96.524122 46.622191 33.934555
Point2460	95.569424 56.611002 62.968378
Point2508	94.311891 38.040841 67.927335
Point2510	77.752010 52.746854 43.082378
Point2543	73.604163 50.546288 39.796514
Point2566	88.077284 52.662193 69.471213
Point2581	92.840829 53.382295 69.865406
Point2595	69.078521 44.351428 39.072023
Point2611	92.095715 78.038790 53.725709
Point2633	74.991120 54.567275 36.030643
Point2668	82.405480 59.683111 37.965533
Point2722	93.913969 71.372974 48.440466
Point2723	93.426980 50.837330 71.177483
Point2764	91.211865 58.593545 37.945247
Point2808	76.902034 58.061957 46.337379
Point2824	76.039123 43.434688 58.991959
Point2857	89.492357 54.831111 42.497177
Point2858	84.635288 53.680068 27.462424
Point2878	74.561567 59.573953 52.191118
Point2959	88.790336 54.789994 51.457613
Point3019	88.697402 42.084601 58.968452
Point3151	77.556436 69.249036 41.688777
Point3187	89.739205 75.269979 50.573262
Point3195	90.649554 39.676212 67.005741
Point3207	82.913290 45.978944 61.765999
